accident_year,accident_time,weather,road_status,road_type,accident_classification,accident_nature,accident_reason,city,zone,street,accident_severity,death_count,birth_year_of_accident_perpetr,nationality_group_of_accident,total
2020-01-01,8PM,,,,COLLISION,,,001,31.0,-1.0,SIMPLE,0,1991,QATAR,1
2020-01-01,8PM,,,INTERNAL,COUP,,,001,30.0,245.0,LIGHT INJURY,0,1983,ASIA,1
2020-01-01,8PM,,,INTERNAL,,COLLISION WITH ONE OR MORE VEHICLES,,001,63.0,850.0,,0,0,,1
2020-01-01,8PM,,,EXTERNAL,COLLISION,,,005,90.0,311.0,SIMPLE,0,1994,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,26.0,230.0,SIMPLE,0,1969,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,27.0,895.0,SIMPLE,0,1995,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,855.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,45.0,892.0,SIMPLE,0,1993,ASIA,2
2020-01-01,8PM,,,,COLLISION,,,001,53.0,740.0,SIMPLE,0,1964,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,40.0,250.0,SIMPLE,0,1988,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,39.0,251.0,SIMPLE,0,1973,GULF,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,027,91.0,761.0,SIMPLE,0,1989,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,728.0,SIMPLE,0,1986,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,-1.0,SIMPLE,0,1992,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,30.0,245.0,SIMPLE,0,1996,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,544.0,SIMPLE,0,1974,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,007,30.0,253.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COUP,,,001,54.0,792.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,55.0,340.0,SIMPLE,0,1996,ASIA,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,53.0,981.0,SIMPLE,0,1982,AFRIC,1
2020-01-01,8PM,,,,COLLISION,,,001,34.0,362.0,SIMPLE,0,1994,QATAR,2
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,43.0,340.0,SIMPLE,0,1974,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,46.0,853.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,23.0,920.0,SIMPLE,0,1985,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,53.0,740.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,020,75.0,253.0,SIMPLE,0,1990,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,37.0,850.0,SIMPLE,0,1991,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,001,32.0,848.0,SIMPLE,0,1973,ASIA,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,005,90.0,-1.0,SIMPLE,0,1995,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,001,7.0,119.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,015,82.0,161.0,SIMPLE,0,1975,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,745.0,SIMPLE,0,1989,ASIA,2
2020-01-01,8PM,,,,COUP,INVERSION,,001,66.0,100.0,LIGHT INJURY,0,1990,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,5.0,214.0,SIMPLE,0,1993,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,028,57.0,37.0,SIMPLE,0,1987,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,44.0,980.0,SIMPLE,0,1970,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,029,70.0,-1.0,SIMPLE,0,2000,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,34.0,252.0,SIMPLE,0,1972,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,39.0,840.0,SIMPLE,0,1999,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,001,14.0,832.0,SIMPLE,0,1981,AFRIC,1
2020-01-01,8PM,,,,COLLISION,COLLISION WITH FIXED OBJECT,,015,82.0,340.0,SIMPLE,0,1978,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,028,57.0,33.0,SIMPLE,0,1988,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,008,70.0,600.0,SIMPLE,0,1984,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,008,71.0,1850.0,SIMPLE,0,1984,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH ONE OR MORE VEHICLES,,009,55.0,1212.0,SIMPLE,0,1964,QATAR,1
2020-01-01,8PM,,,INTERNAL,COLLISION,COLLISION WITH FIXED OBJECT,,001,37.0,150.0,SIMPLE,0,1978,ASIA,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,56.0,340.0,SIMPLE,0,1981,ARABI,1
2020-01-01,8PM,,,,COLLISION,,,020,79.0,707.0,SIMPLE,0,1986,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,001,14.0,339.0,SIMPLE,0,2001,QATAR,1
2020-01-01,8PM,,,,COLLISION,,,009,52.0,281.0,SIMPLE,0,1999,ARABI,1
2020-01-01,8PM,,,INTERNAL,COLLISION,,,009,52.0,350.0,SIMPLE,0,1997,ASIA,1
2020-01-01,8PM,,,,COLLISION,,,001,30.0,-1.0,LIGHT INJURY,0,1998,ARABI,1
